Fund Holdings as of,"27/Aug/2020"
 
Issuer Ticker,Name,Asset Class,Weight (%),Price,Nominal,Market Value,Notional Value,Sector,ISIN,Exchange,Location,Market Currency
"PVH","PVH CORP","Equity","0.01","55.05","101,871.00","5,607,998.55","5,607,998.55","Consumer Discretionary","US6936561009","New York Stock Exchange Inc.","United States","USD"
"IVZ","INVESCO LTD","Equity","0.01","10.82","511,543.00","5,534,895.26","5,534,895.26","Financials","BMG491BT1088","New York Stock Exchange Inc.","United States","USD"
"UNM","UNUM","Equity","0.01","18.84","283,224.00","5,335,940.16","5,335,940.16","Financials","US91529Y1064","New York Stock Exchange Inc.","United States","USD"
"FLS","FLOWSERVE CORP","Equity","0.01","29.75","179,316.00","5,334,651.00","5,334,651.00","Industrials","US34354P1057","New York Stock Exchange Inc.","United States","USD"
"SLG","SL GREEN REALTY REIT CORP","Equity","0.01","48.52","107,315.00","5,206,923.80","5,206,923.80","Real Estate","US78440X1019","New York Stock Exchange Inc.","United States","USD"
"DISCA","DISCOVERY INC SERIES A","Equity","0.01","22.86","226,227.00","5,171,549.22","5,171,549.22","Communication","US25470F1049","NASDAQ","United States","USD"
"GPS","GAP INC","Equity","0.01","17.38","292,374.00","5,081,460.12","5,081,460.12","Consumer Discretionary","US3647601083","New York Stock Exchange Inc.","United States","USD"
"HFC","HOLLYFRONTIER CORP","Equity","0.01","24.96","203,696.00","5,084,252.16","5,084,252.16","Energy","US4361061082","New York Stock Exchange Inc.","United States","USD"
"XRX","XEROX HOLDINGS CORP","Equity","0.01","19.10","254,920.00","4,868,972.00","4,868,972.00","Information Technology","US98421M1062","New York Stock Exchange Inc.","United States","USD"
"RL","RALPH LAUREN CORP CLASS A","Equity","0.01","68.24","68,294.00","4,660,382.56","4,660,382.56","Consumer Discretionary","US7512121010","New York Stock Exchange Inc.","United States","USD"
"KSS","KOHLS CORP","Equity","0.01","21.12","215,012.00","4,541,053.44","4,541,053.44","Consumer Discretionary","US5002551043","New York Stock Exchange Inc.","United States","USD"
"FTI","TECHNIPFMC PLC","Equity","0.01","7.60","577,852.00","4,391,675.20","4,391,675.20","Energy","GB00BDSFG982","New York Stock Exchange Inc.","United States","USD"
"HRB","H&R BLOCK INC","Equity","0.01","14.76","268,094.00","3,957,067.44","3,957,067.44","Consumer Discretionary","US0936711052","New York Stock Exchange Inc.","United States","USD"
"UAA","UNDER ARMOUR INC CLASS A","Equity","0.01","9.92","258,093.00","2,560,282.56","2,560,282.56","Consumer Discretionary","US9043111072","New York Stock Exchange Inc.","United States","USD"
"NWS","NEWS CORP CLASS B","Equity","0.01","15.02","167,487.00","2,515,654.74","2,515,654.74","Communication","US65249B2088","NASDAQ","United States","USD"
"UA","UNDER ARMOUR INC CLASS C","Equity","0.01","8.96","266,921.00","2,391,612.16","2,391,612.16","Consumer Discretionary","US9043112062","New York Stock Exchange Inc.","United States","USD"
"COTY","COTY INC CLASS A","Equity","0.00","3.54","404,351.00","1,431,402.54","1,431,402.54","Consumer Staples","US2220702037","New York Stock Exchange Inc.","United States","USD"
"MXN","MXN CASH","Cash","0.00","4.54","10,303,689.00","467,361.67","467,361.67","Cash and/or Derivatives","-","-","Mexico","MXN"
"GBP","GBP CASH","Cash","0.00","131.90","310,848.00","410,008.35","410,008.35","Cash and/or Derivatives","-","-","United Kingdom","GBP"
"ESU0","S&P500 EMINI SEP 20","Futures","0.00","3,485.25","727.00","0.00","126,688,837.50","Cash and/or Derivatives","-","Index And Options Market","-","USD"
 
